subject_id||video_interface||stereo_reception_system||stand_design||weight||package_width||3d_technology||stand||supported_computer_resolution||viewable_size||timer_functions||series||voltage||model||yearly_consumption||connectivity||dimensions_with_stand||depth||speakers_type||brand||tv_tuner||dimensions_without_stand||response_time||commercial_features||channel_lock||image_contrast||warranty||batteries_included||audio_surround||package_height||compatible_channels||analog_tv_tuner||24p_technology||digital_tv_tuner||widescreen_modes||brightness||stand_color||dlna||3d||mpn||supported_audio_formats||total_size||wattage_standby||motion_enhancement_technology||viewing_angle||supported_video_formats||package_weight||image_aspect_ratio||usb_ports||product_gtin||display_type||internet_services||remote_control_model||package_depth||refresh_rate||wifi_protocol||memory||width||digital_audio_format||display_resolution||hdcp_compatability||speakers_qty||wattage_operational||product_type||height||<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>||computer_operating_system||pc_interface||color||closed_caption_capability||input_video_formats||hdmi_ports||supported_languages||supported_memory_cards||secondary_audio_program||backlight_technology||supported_picture_formats||builtin_dvd_player||
http://dws.products.catalog/715c44ff-92fd-4266-8e35-d7e1440d17ba||component, composite, hdmi||||tabletop||41.9 lbs||56.1 in||||||||54.6 in||||js8500||ac 120 v ( 60 hz )||un55js8500||||wi-fi, lan||||1.2 in||1 x left channel speaker - built-in - 10 watt 1 x right channel speaker - built-in - 10 watt 2 x woofer - built-in - 10 watt||samsung||1x analog, 1x digital||||||||||||1 year warranty||||yes||31.9 in||||||||atsc, qam||||||brushed silver||yes||yes ( 3d glasses included )||un55js8500fxza||||55 in||0.3 watt||240 clear motion rate||||||57.5 lbs||||yes , 3 port(s)||00887276096452||4k suhdtv (2160p)||||samsung tm1560a||6.2 in||||802.11ac||||49.1 in||dts digital output, dolby digital plus output||3840 x 2160||yes||2 speakers, 2 woofers||215 watt||led-backlit lcd tv - smart tv||28.1 in||<http://schema.org/Product>||||mobile high-definition link (mhl)||silver||yes||||4 port(s)||english, french, spanish||||||led backlight - local dimming||||||
http://dws.products.catalog/8e8a2b69-9a78-46ed-9687-cd9ba97eebd6||component, composite, hdmi||||tabletop||42.33 lbs||66.4 in||||yes||||60 in||||js7000||ac 120 v ( 60 hz )||un60js7000||||wi-fi, lan, bluetooth||53.5 in x 14.5 in x 32.8 in||2.5 in||2 x main channel speaker - built-in - 10 watt||samsung||1x analog, 1x digital||53.5 in x 2.5 in x 31.1 in||||||||||||||yes||36.5 in||||||||atsc, qam||||||dark titan||yes||||un60js7000fxza||||60 in||||120 clear motion rate||||||67.7 lbs||||3 ports||00887276130088||4k suhdtv (2160p)||smart hub||samsung tm1260c||6.9 in||||802.11ac||||53.5 in||dolby digital output, dts digital output, dolby digital plus output||3840 x 2160||yes||2||130 kwh||led-backlit lcd tv - smart tv||31.1 in||<http://schema.org/Product>||||||||yes||||4 ports||english, french, spanish||||||led backlight - full array||||||
http://dws.products.catalog/718fd291-40db-4f99-a709-43fd377e1180||component, composite, hdmi||||tabletop||60 lbs||66.2 in||||||||60 in||sleep, wake||eh6003||ac 120 v ( 60 hz )||un60eh6003||||||||12.9 in||2 x main channel speaker - built-in - 10 watt||samsung||1x analog, 1x digital||||||||||||1 year warranty||||yes||36.8 in||||||||atsc, qam||||||||||||un60eh6003||||60 in||0.3 watt||240 hz clear motion rate||||||74.7 lbs||||yes , 1 port(s)||00887276958286||1080p (fullhd)||||samsung tm1240||7.9 in||||||||54.1 in||dts digital output, dolby digital plus output, dolby pulse output||1920 x 1080||yes||2 speakers||149 watt||led-backlit lcd tv||33.9 in||<http://schema.org/Product>||||||high glossy black||yes||||2 port(s)||english, french, spanish||||||led backlight||||||
http://dws.products.catalog/edee59a4-26d0-47f5-ae82-fcc6f079df0b||component, composite, hdmi||||tabletop||||62.2 in||||||||64.5 in||sleep, wake||x810c||||xbr65x810c||||wi-fi, lan, nfc||||||||sony||||||||||yes||||||||yes||38 in||||||24p true cinema||||auto wide, full, wide zoom, zoom, normal||||black||||||xbr-65x810c||||65 in||||motionflow xr 960||178 degrees||hevc||||16:9||yes , 3 ports||00027242888265||4k uhdtv (2160p)||google play, voice search||sony rmt-tx100u||8.6 in||||||||||dolby digital output, dolby digital plus output, dolby pulse output||3840 x 2160||yes||2 speakers||||led-backlit lcd tv - smart tv||||<http://schema.org/Product>||android tv||mobile high-definition link (mhl)||||||1080/24p, 1080/60i, 480/60p, 720/60p, 1080/60p, 1080/30p, 480/60i, 2160/24p, 2160/30p, 720/24p, 720/30p, 2160/60p||4 ports||english, french, spanish||||||led backlight - direct-lit led, frame dimming||||||
http://dws.products.catalog/b1665b99-ac8c-46ee-a388-802534f07f9b||component, composite, hdmi||||tabletop||49.4 lbs||61.9 in||active||||||64.5 in||||h7150||ac 120 v ( 60 hz )||un65h7150||||wi-fi, lan||||1.4 in||2 x main channel speaker - built-in - 10 watt 2 x subwoofer - 10 watt||samsung||1x analog, 1x digital||||||||yes||||||||yes||37.2 in||||||||atsc, qam||||||silver||||yes ( 3d glasses (2pcs) included )||un65h7150fxza||||65 in||||960 clear motion rate||||||70.5 lbs||||yes , 3 port(s)||00887276680774||1080p (fullhd)||smart hub||||7.2 in||||||||57.1 in||dolby digital output||1920 x 1080||yes||2 speakers, 2 woofers||||led-backlit lcd tv - smart tv||32.9 in||<http://schema.org/Product>||||||black||yes||||4 port(s)||english, french, spanish||||||led backlight||||||
http://dws.products.catalog/12433621-b013-41c5-87d6-ea5911c179cf||component, composite, hdmi||mts||tabletop||95.2 lbs||62.6 in||active||||||64.5 in||standby, sleep, wake||hx929||ac 120 v ( 60 hz )||xbr65hx929||||wi-fi, lan||||2.5 in||2 x speaker - 10 watt 1 x subwoofer - 10 watt||sony||1x analog/digital combo||||||||yes||||18 months warranty||||yes||40.6 in||vhf:2-13, uhf:14-69, cable:1-135||ntsc||24p true cinema||atsc, qam||conventional 4:3, auto wide, full, wide zoom, zoom, normal, caption||||||yes||yes||xbr-65hx929||mp3, wma, lpcm||65 in||||motionflow xr 960||178 degrees||mpeg-1, mpeg-2, mpeg-4, wmv, avchd, avc||138.7 lbs||16:9||yes , 2 port(s)||00027242816633||1080p (fullhd)||bravia internet video, bravia internet widgets||sony rm-yd057||18.1 in||||||||59.1 in||dolby digital output, dolby digital plus output, dolby pulse output||1920 x 1080||yes||2 speakers, subwoofer||265 watt||led-backlit lcd tv||35.4 in||<http://schema.org/Product>||||vga (hd-15)||black||yes||1080/24p, 1080/60i, 480/60p, 720/60p, 1080/60p, 480/60i||4 port(s)||english, french, spanish||||yes||led backlight - intelligent peak led backlight, local dimming||jpg||||
http://dws.products.catalog/efa85588-83ca-4f5d-8fb5-53de02536ca6||component, composite, hdmi||mts||tabletop||19.8 lbs||41.6 in||||yes||||||||uf6400||ac 120/230 v ( 50/60 hz )||43uf6400||||wi-fi, lan||38.4 in x 8.2 in x 24.5 in||3.2 in||||lg||||38.4 in x 3.2 in x 23 in||||||||||1 year||||||26 in||||||24p real cinema||||just scan||||||||||43uf6400/us||mp3, pcm, aac, he-aac, e-ac3||43 in||0.3 watt||trumotion 120hz||||divx hd, hevc, vp9||22.3 lbs||8 modes (16:9, just scan, original, full wide, 4:3, 14:9, cinema zoom 1, zoom)||1 ports||00719192596719||4k uhdtv (2160p)||||||6 in||120hz||||||38.4 in||dolby digital output, dts digital output||3840 x 2160||yes||2||||led-backlit lcd tv - smart tv||23 in||<http://schema.org/Product>||webos 2.0||||||||||2 ports||||||yes||led backlight||jpg||||
http://dws.products.catalog/f9ff87f3-a84c-4c41-867a-d302b14dbd75||component, composite, hdmi||||tabletop||56.2 lbs||||||||||64.5 in||||h6350||ac 120 v ( 60 hz )||un65h6350||||wi-fi, lan||||2.8 in||2 x main channel speaker - built-in - 10 watt||samsung||1x analog, 1x digital||||||||yes||||||||yes||||||||||atsc, qam||||||matte silver||||||un65h6350||||65 in||||240 hz clear motion rate||||||||||yes , 3 port(s)||00887276674391||1080p (fullhd)||smart hub||samsung tm1260c||||||||||57.5 in||dolby digital output||1920 x 1080||yes||2 speakers||||led-backlit lcd tv - smart tv||33.3 in||<http://schema.org/Product>||||||||yes||||4 port(s)||english, french, spanish||||||led backlight||||||
http://dws.products.catalog/1f0cc6c7-6305-4cd6-ba96-6c4b2227d122||component, composite, hdmi||mts||tabletop||44.1 lbs||66 in||passive - polarized||yes||||64.5 in||||eg9600||ac 120/230 v ( 50/60 hz )||65eg9600||||wi-fi, lan||57.1 in x 9.3 in x 34.8 in||2 in||2 x main channel speaker - built-in - 10 watt||lg||||57.1 in x 2 in x 33.1 in||||||||||1 year||||yes||36.8 in||||||24p real cinema||||just scan||||||||yes||65eg9600/us||mp3, wma, pcm, ac3, aac, he-aac, e-ac3, dts||65 in||0.3 watt||||||divx hd||71 lbs||||3 port(s)||00719192596948||4k uhdtv (2160p)||||universal remote control||10 in||||||||57.1 in||||3840 x 2160||yes||2||||curved oled tv - smart tv||33.1 in||<http://schema.org/Product>||||||||||||3 port(s)||||||yes||||jpg, mpo, jps||||
http://dws.products.catalog/0feaeeec-29d9-4cd3-b4cc-6dc40edbc222||component, composite, hdmi||||||23.15 lbs||54.5 in||||||||49.5 in||||j5200a||ac 120 v ( 60 hz )||un50j5200a||||wi-fi, lan||||2.4 in||||samsung||||||||||||||1 year warranty||||yes||29.4 in||||||||atsc, qam||||||||yes||||un50j5200afxza||||50 in||0.3 watt||60 clear motion rate||||||34.2 lbs||||yes||00887276069210||1080p (fullhd)||smart hub||samsung tm1240a||6.4 in||||||||44.9 in||dts digital output, dolby digital plus output||1920 x 1080||yes||2 speakers||125 watt||led-backlit lcd tv - smart tv||24.5 in||<http://schema.org/Product>||||||||yes||||2 ports||english, french, spanish||||||led backlight||||||
